Id,FirstName,LastName,Company,Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State
00Qc7388ebf7464,Henry,Miller,Cyberdyne 82,New,Trade Show,2025-07-17,1332895,Insurance,Corporate Life Insurance,Bahia
00Q6721d30d840f,Kelly,Moore,Aperture Science 72,Closed - Converted,LinkedIn,2025-04-29,15187160,Banking,Commercial Property,Santa Catarina
00Qb38f3066b532,Eva,Thomas,Wayne Ent 86,Working,Web,2025-03-07,3683584,Financial Services,Fleet Auto Insurance,Santa Catarina
00Qaa1277869354,Liam,Jackson,MomCorp 49,New,Trade Show,2025-09-23,605941,FinTech,Fleet Auto Insurance,Sao Paulo
00Qcc97be4ef75d,Grace,Thomas,Acme Corp 98,Closed - Not Converted,Trade Show,2025-11-22,2219767,Banking,Cyber Liability Insurance,Bahia
00Q7df14b6acf01,Bob,Moore,Gekko & Co 1,Closed - Converted,Partner,2025-08-04,9951984,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Q550490b7846d,David,Thomas,Wayne Ent 31,New,Cold Call,2025-10-26,4536483,Financial Services,Pension Fund Management,Bahia
00Q8c9f34549671,Ivy,Miller,LexCorp 21,Working,LinkedIn,2025-09-13,3578636,FinTech,Group Health Insurance,Parana
00Q42abaad3669b,Liam,Johnson,Initech 55,Closed - Not Converted,Web,2025-10-27,13782906,Financial Services,Commercial Property,Parana
00Q5a00df44c760,John,Jackson,Soylent Corp 22,Nurturing,LinkedIn,2025-02-07,29226252,Financial Services,Cyber Liability Insurance,Bahia
00Q6ea2485e71f0,Frank,Anderson,LexCorp 47,New,Cold Call,2025-05-18,1243091,Financial Services,Cyber Liability Insurance,Minas Gerais
00Q2aadb0b2d8bd,Grace,Anderson,Soylent Corp 73,Closed - Converted,LinkedIn,2025-04-15,906976,Insurance,Corporate Life Insurance,Rio de Janeiro
00Q960c261ef45c,Bob,Williams,Globex 10,Nurturing,Partner,2025-04-08,435689,FinTech,Corporate Life Insurance,Sao Paulo
00Q4de0552e9928,Henry,Moore,Hooli 34,New,Web,2025-08-27,7228513,Financial Services,Pension Fund Management,Rio de Janeiro
00Q396f0ebfe7cc,Ivy,Harris,Wayne Ent 66,New,Trade Show,2025-05-27,19620898,Financial Services,Group Health Insurance,Rio de Janeiro
00Q69c8ced697ef,Jane,Taylor,Tyrell Corp 14,Closed - Converted,Trade Show,2025-02-26,9080593,Financial Services,Commercial Property,Bahia
00Qd31032d6c35e,Jane,Moore,Black Mesa 92,New,LinkedIn,2025-02-02,799544,FinTech,Group Health Insurance,Rio de Janeiro
00Q8319132e00a2,Frank,Davis,Oscorp 20,Working,LinkedIn,2025-08-15,12749458,Financial Services,Pension Fund Management,Parana
00Qb90c3e7bd47f,Charlie,Jackson,Oscorp 1,New,Cold Call,2025-05-21,2771704,Retail,Directors & Officers (D&O),Distrito Federal
00Q2e4762481eea,Ivy,Doe,Soylent Corp 58,New,Trade Show,2025-01-22,4541041,Banking,Corporate Life Insurance,Minas Gerais
00Qb8127345c3e6,Henry,Taylor,Dunder Mifflin 65,Working,Web,2025-01-13,2584496,Insurance,Fleet Auto Insurance,Distrito Federal
00Q61aa9fde140e,Jack,White,Black Mesa 10,New,Cold Call,2025-07-01,7147438,Financial Services,Corporate Life Insurance,Parana
00Q2c929bb1c72b,Eva,Williams,Aperture Science 45,New,LinkedIn,2025-07-10,6106887,Financial Services,Group Health Insurance,Bahia
00Q85ffcc51e835,Eva,Harris,Initech 12,Closed - Converted,Referral,2025-11-20,754890,Retail,Directors & Officers (D&O),Rio Grande do Sul
00Q940886075159,Mia,Anderson,Cyberdyne 60,Closed - Converted,Referral,2025-08-08,1049435,Financial Services,Commercial Property,Distrito Federal
00Q6541d808fe9b,Henry,Thomas,Massive Dynamic 63,Closed - Converted,Web,2025-01-01,1382596,FinTech,Cyber Liability Insurance,Santa Catarina
00Q032c9096564c,Henry,Taylor,Hooli 84,Closed - Converted,Cold Call,2025-01-20,5894894,Financial Services,Pension Fund Management,Bahia
00Q4c67e20ca3c6,Jack,Thomas,Vandelay Ind 18,Working,LinkedIn,2025-04-22,1018733,Insurance,Cyber Liability Insurance,Rio Grande do Sul
00Qb44a3d5c4ff8,Eva,Harris,Oscorp 49,Working,Cold Call,2025-04-06,8873918,Financial Services,Pension Fund Management,Minas Gerais
00Q7b36ff4fe84f,Bob,Brown,Umbrella Corp 76,Closed - Not Converted,LinkedIn,2025-04-03,489147,Insurance,Group Health Insurance,Parana
00Qa5734a3164cb,Frank,Brown,Soylent Corp 75,New,Referral,2025-03-15,8486773,Financial Services,Fleet Auto Insurance,Rio de Janeiro
00Q856dc5df3290,Alice,Anderson,Hooli 51,Working,Partner,2025-05-27,1441684,Insurance,Group Health Insurance,Bahia
00Q9219e89d1085,Jane,Jackson,Oscorp 95,New,Web,2025-05-22,6698904,Financial Services,Fleet Auto Insurance,Santa Catarina
00Q0ab8cadffdbb,Henry,Miller,Black Mesa 60,New,Cold Call,2025-11-16,1366196,Insurance,Commercial Property,Sao Paulo
00Q1db7ca1cf542,Henry,Thomas,Vandelay Ind 3,New,Referral,2025-04-24,1504488,Financial Services,Commercial Property,Distrito Federal
00Qf4fee1fbb153,Mia,Moore,Wayne Ent 70,Closed - Not Converted,Trade Show,2025-09-15,488643,FinTech,Corporate Life Insurance,Distrito Federal
00Q2b92ce80a95a,David,Miller,Dunder Mifflin 17,Closed - Not Converted,Referral,2025-08-06,1622279,Insurance,Corporate Life Insurance,Sao Paulo
00Qca928bb0451a,David,Smith,Soylent Corp 48,Working,LinkedIn,2025-06-03,1995543,Insurance,Fleet Auto Insurance,Parana
00Q0f0b832151bb,Jack,Wilson,Acme Corp 8,Closed - Not Converted,Cold Call,2025-06-01,18938945,Financial Services,Pension Fund Management,Distrito Federal
00Qbb5380623ba0,Mia,Miller,Initech 93,Closed - Not Converted,Cold Call,2025-01-07,27081079,Financial Services,Commercial Property,Sao Paulo
00Q4b9b285ba595,Grace,Brown,Cyberdyne 11,Working,Referral,2025-07-15,14665031,Financial Services,Commercial Property,Bahia
00Q245e3b05ecb0,Bob,Doe,Vandelay Ind 4,Closed - Not Converted,Cold Call,2025-06-14,225714,Insurance,Pension Fund Management,Distrito Federal
00Qa4017a1012be,Frank,Wilson,Wayne Ent 82,Working,Trade Show,2025-09-10,5817184,Financial Services,Cyber Liability Insurance,Minas Gerais
00Qdcb63b4ba4be,Alice,White,Aperture Science 83,Closed - Converted,Trade Show,2025-08-06,90640632,Financial Services,Fleet Auto Insurance,Bahia
00Q39acfd5b69e5,Kelly,Anderson,Cyberdyne 41,New,Partner,2025-07-04,326876,Insurance,Pension Fund Management,Minas Gerais
00Q5f2e1cdde132,David,Harris,Wayne Ent 64,New,Trade Show,2025-07-01,3930041,Financial Services,Corporate Life Insurance,Rio de Janeiro
00Q127ba23859a9,Eva,Smith,Black Mesa 13,New,Cold Call,2025-01-11,3452339,Insurance,Pension Fund Management,Rio Grande do Sul
00Q64ee730d747b,Ivy,Jackson,MomCorp 39,Working,Trade Show,2025-05-26,550616,Insurance,Group Health Insurance,Parana
00Qfac524f49c8c,Charlie,Johnson,MomCorp 97,New,Referral,2025-02-22,47427113,Financial Services,Fleet Auto Insurance,Bahia
00Q5737f729b2b3,Henry,Moore,Tyrell Corp 4,New,Trade Show,2025-06-24,3148295,Financial Services,Corporate Life Insurance,Minas Gerais
00Q268d3052b9f1,Alice,Anderson,Vandelay Ind 90,Closed - Converted,LinkedIn,2025-07-08,2111706,FinTech,Group Health Insurance,Sao Paulo
00Q341c38b014cd,Frank,Smith,Stark Ind 87,Closed - Converted,Cold Call,2025-06-09,343272,Insurance,Commercial Property,Bahia
00Qc2f2c4547e38,Alice,Taylor,Virtucon 24,Working,Web,2025-07-09,4618016,Financial Services,Fleet Auto Insurance,Parana
00Qa7fe02271e2e,Jack,Harris,Black Mesa 48,Working,Web,2025-10-28,826210,Insurance,Directors & Officers (D&O),Rio de Janeiro
00Q167e35cced82,Henry,Miller,MomCorp 29,Closed - Not Converted,LinkedIn,2025-01-04,1650925,FinTech,Directors & Officers (D&O),Distrito Federal
00Qacf293645191,Jane,Taylor,Gekko & Co 73,Working,Trade Show,2025-06-08,6319414,Insurance,Cyber Liability Insurance,Distrito Federal
00Qd59037688f36,Grace,Wilson,Aperture Science 4,Working,Trade Show,2025-11-23,19102020,Financial Services,Commercial Property,Rio Grande do Sul
00Q53cc654a6901,Charlie,Harris,MomCorp 98,Closed - Converted,Partner,2025-06-29,1495545,Financial Services,Pension Fund Management,Rio Grande do Sul
00Q08d77df76c8e,Jane,Brown,Aperture Science 34,Working,Cold Call,2025-02-20,530764,Insurance,Cyber Liability Insurance,Rio Grande do Sul
00Q8b0851c6fa6e,David,Jackson,Virtucon 27,Nurturing,Referral,2025-02-08,812920,Insurance,Commercial Property,Rio Grande do Sul
00Qff3a785f89a5,Grace,Taylor,Dunder Mifflin 74,Closed - Not Converted,Trade Show,2025-08-16,2160949,Insurance,Pension Fund Management,Rio de Janeiro
00Q75581b2ea7a6,Charlie,Jackson,Massive Dynamic 18,New,LinkedIn,2025-02-21,128856,Healthcare,Fleet Auto Insurance,Bahia
00Q45315a9c98f0,Ivy,Wilson,Umbrella Corp 7,New,Cold Call,2025-09-07,26656235,Banking,Directors & Officers (D&O),Sao Paulo
00Q8f6b4119f4c8,Eva,Miller,Oscorp 22,New,Trade Show,2025-02-10,9210830,Financial Services,Pension Fund Management,Santa Catarina
00Q1508fdb6458d,Henry,White,Initech 18,Working,Web,2025-02-13,3025062,Healthcare,Directors & Officers (D&O),Sao Paulo
00Q9c9a714dac87,Liam,Taylor,Black Mesa 81,New,Trade Show,2025-09-21,18927315,Financial Services,Fleet Auto Insurance,Distrito Federal
00Q27135845ea9a,Henry,Harris,Tyrell Corp 80,Closed - Converted,Partner,2025-09-17,1939799,Insurance,Directors & Officers (D&O),Sao Paulo
00Q5282bcf357a8,Jane,Wilson,Vandelay Ind 65,Working,Web,2025-08-13,10255172,Financial Services,Pension Fund Management,Sao Paulo
00Qa84ee8192793,Mia,Brown,Initech 81,New,Cold Call,2025-05-06,5556595,Banking,Corporate Life Insurance,Bahia
00Q67ef59f55127,John,Smith,Cyberdyne 99,Closed - Converted,Cold Call,2025-03-14,764969,Insurance,Corporate Life Insurance,Minas Gerais
00Qe80c15af18c5,David,Brown,Stark Ind 71,New,Cold Call,2025-01-06,7782770,Financial Services,Cyber Liability Insurance,Distrito Federal
00Qdf650796f637,Liam,Davis,Gekko & Co 57,New,Referral,2025-05-08,12114088,Financial Services,Commercial Property,Minas Gerais
00Q934d6927ddc1,Liam,Anderson,Hooli 2,New,LinkedIn,2025-05-19,1827070,FinTech,Directors & Officers (D&O),Santa Catarina
00Qd54189eb0c15,Henry,Smith,Black Mesa 25,Nurturing,Web,2025-04-04,3898012,Financial Services,Cyber Liability Insurance,Santa Catarina
00Q11a55462282c,Henry,Harris,Stark Ind 48,Working,Referral,2025-11-13,174716,Insurance,Cyber Liability Insurance,Rio de Janeiro
00Q2f71ac128037,Eva,Davis,Initech 94,Working,Cold Call,2025-09-04,6737536,Financial Services,Commercial Property,Rio de Janeiro
00Qbeffa34bd612,Charlie,Brown,Soylent Corp 56,Working,Web,2025-04-28,8821208,Financial Services,Cyber Liability Insurance,Minas Gerais
00Q81b2aae160ec,David,Brown,Cyberdyne 30,New,Cold Call,2025-04-21,4224962,Insurance,Corporate Life Insurance,Bahia
00Q88b96625c50b,Jane,Taylor,Massive Dynamic 92,Working,Partner,2025-11-12,33627896,Financial Services,Corporate Life Insurance,Rio de Janeiro
00Q9b130e40e511,Frank,Thomas,Black Mesa 89,New,Web,2025-08-31,11268182,Financial Services,Corporate Life Insurance,Sao Paulo
00Qb1bd252a622b,Henry,Wilson,Virtucon 42,Closed - Converted,Web,2025-07-18,629329,FinTech,Fleet Auto Insurance,Minas Gerais
00Qff79cdf74c7e,Ivy,Smith,MomCorp 65,Working,Referral,2025-07-19,3406247,FinTech,Corporate Life Insurance,Parana
00Qdc1397aaed0f,David,Thomas,Soylent Corp 3,Working,Partner,2025-02-17,3050058,Insurance,Pension Fund Management,Parana
00Qf1270c9db2c3,Bob,Doe,Umbrella Corp 17,New,Trade Show,2025-08-18,18053837,Financial Services,Cyber Liability Insurance,Parana
00Q8e93abb7da67,Jack,Harris,Wayne Ent 50,New,Partner,2025-03-11,17754647,Financial Services,Corporate Life Insurance,Distrito Federal
00Qc8bfecc2a560,Mia,Brown,Oscorp 57,New,Partner,2025-07-26,4750218,Financial Services,Directors & Officers (D&O),Santa Catarina
00Qec2dc07da65b,Mia,White,Gekko & Co 38,Closed - Converted,Trade Show,2025-07-13,5492495,Financial Services,Commercial Property,Sao Paulo
00Qbcc98081be1f,Henry,Johnson,Wayne Ent 72,New,Web,2025-01-06,9729321,Financial Services,Fleet Auto Insurance,Sao Paulo
00Q1e864ff3f624,Kelly,Brown,Massive Dynamic 13,Working,Web,2025-10-26,968532,Insurance,Cyber Liability Insurance,Distrito Federal
00Q09917c0382a3,Alice,Taylor,Stark Ind 61,Closed - Converted,Trade Show,2025-04-24,9164753,Banking,Fleet Auto Insurance,Santa Catarina
00Qce74cdf86b96,Charlie,Thomas,Oscorp 66,New,Partner,2025-03-19,7110695,Banking,Fleet Auto Insurance,Distrito Federal
00Q68bc8c1cdfd5,Jack,Miller,Gekko & Co 32,New,Referral,2025-04-22,4837142,Insurance,Group Health Insurance,Rio Grande do Sul
00Q7af1058047c5,Bob,White,Hooli 12,New,Trade Show,2025-04-09,2786214,Insurance,Directors & Officers (D&O),Rio de Janeiro
00Q18248bd475b3,Henry,Taylor,Tyrell Corp 56,Closed - Not Converted,Referral,2025-04-10,317863,Insurance,Fleet Auto Insurance,Sao Paulo
00Q7c6e9ba75e09,Ivy,Miller,Globex 69,Working,Referral,2025-04-25,1014590,Healthcare,Commercial Property,Sao Paulo
00Q1cc2481c5849,Charlie,Smith,Soylent Corp 52,Working,Partner,2025-06-12,12768254,Banking,Corporate Life Insurance,Minas Gerais
00Q8d210a42b16e,David,Thomas,Hooli 24,Closed - Not Converted,LinkedIn,2025-01-13,26522887,Financial Services,Directors & Officers (D&O),Santa Catarina
00Qef38772161e8,Charlie,Anderson,Stark Ind 55,Closed - Not Converted,Partner,2025-02-25,2637984,Insurance,Fleet Auto Insurance,Rio de Janeiro
00Q1e687d4a74b5,Bob,Brown,Stark Ind 81,Closed - Not Converted,Web,2025-10-15,14380861,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Q2ae455fb07a6,Kelly,Doe,Soylent Corp 59,Closed - Converted,Web,2025-11-13,321177,Insurance,Directors & Officers (D&O),Distrito Federal
00Q443e24063283,David,Wilson,Oscorp 84,New,Partner,2025-08-31,878025,Insurance,Fleet Auto Insurance,Rio de Janeiro
00Q1d7efa21b7ab,Kelly,Williams,Tyrell Corp 26,New,Partner,2025-07-12,4452490,Financial Services,Directors & Officers (D&O),Distrito Federal
00Qca1f884d5fc3,Eva,Taylor,Initech 11,New,Cold Call,2025-02-20,1256367,Insurance,Corporate Life Insurance,Distrito Federal
00Q86b29eb18eb8,David,Harris,Wayne Ent 48,Closed - Not Converted,Cold Call,2025-04-11,43583604,Financial Services,Cyber Liability Insurance,Distrito Federal
00Q4a6b1a655ae2,Henry,Thomas,Dunder Mifflin 6,Closed - Converted,Trade Show,2025-09-19,1516382,FinTech,Corporate Life Insurance,Sao Paulo
00Q9aaff98c9a20,John,Miller,Massive Dynamic 65,Closed - Converted,LinkedIn,2025-02-06,6283248,Financial Services,Cyber Liability Insurance,Sao Paulo
00Q5cb69cf3a0da,Bob,White,Globex 63,New,Web,2025-10-05,1607757,Insurance,Fleet Auto Insurance,Distrito Federal
00Qa4bcd224d5df,Charlie,Anderson,Oscorp 10,Closed - Converted,Web,2025-08-15,4342129,FinTech,Group Health Insurance,Santa Catarina
00Q4189dc192cbe,Henry,Thomas,Aperture Science 86,Working,Referral,2025-10-28,26269155,Financial Services,Cyber Liability Insurance,Santa Catarina
00Q3708b1641e65,John,Wilson,Globex 98,Closed - Converted,Web,2025-09-02,29158193,Banking,Cyber Liability Insurance,Rio de Janeiro
00Q58484a1d1170,Jack,Miller,Oscorp 22,Closed - Converted,Trade Show,2025-07-11,10190402,Financial Services,Directors & Officers (D&O),Rio Grande do Sul
00Q9d4dd672a3de,John,Moore,Massive Dynamic 61,Nurturing,LinkedIn,2025-04-01,13601087,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q75b6f2e8d925,Henry,Smith,Oscorp 42,Closed - Converted,Trade Show,2025-05-18,942361,Insurance,Corporate Life Insurance,Rio de Janeiro
00Qe2ea08f9d38d,Ivy,Williams,Umbrella Corp 80,Closed - Converted,Referral,2025-11-03,743532,Insurance,Pension Fund Management,Santa Catarina
00Qc3fa6fa1b784,Frank,Williams,Acme Corp 74,New,Web,2025-07-22,1632743,Banking,Fleet Auto Insurance,Parana
00Q1005d9254ed4,Mia,Davis,Aperture Science 54,Working,Cold Call,2025-09-16,9428565,Financial Services,Corporate Life Insurance,Bahia
00Q8d9561f70d0e,Eva,Williams,Globex 26,New,Referral,2025-05-09,816534,Insurance,Group Health Insurance,Parana
00Qe9feeda0bd95,Alice,Harris,Tyrell Corp 1,Working,Cold Call,2025-11-26,15415052,Financial Services,Corporate Life Insurance,Rio de Janeiro
00Q8119b4b70708,Eva,Williams,Initech 9,Working,LinkedIn,2025-05-13,1260108,FinTech,Directors & Officers (D&O),Minas Gerais
00Qdcd063af46dd,Mia,Moore,Soylent Corp 19,Closed - Not Converted,Cold Call,2025-05-31,780616,Insurance,Cyber Liability Insurance,Sao Paulo
00Qb95ab5476f99,Charlie,Taylor,MomCorp 94,New,LinkedIn,2025-10-06,2789166,Financial Services,Cyber Liability Insurance,Distrito Federal
00Q43a9e9b6662a,Mia,Johnson,Hooli 68,Closed - Not Converted,Referral,2025-02-09,1580013,Healthcare,Cyber Liability Insurance,Distrito Federal
00Qea4e031daf20,John,Williams,MomCorp 9,Working,Web,2025-03-03,10610637,Financial Services,Pension Fund Management,Rio de Janeiro
00Qfad1b5f80bd2,Alice,Thomas,Gekko & Co 48,Working,Cold Call,2025-10-22,21230707,Financial Services,Cyber Liability Insurance,Parana
00Q7f0377fc210d,Jack,Thomas,Globex 78,Closed - Converted,Trade Show,2025-07-25,12922087,Financial Services,Fleet Auto Insurance,Parana
00Q6bfabb65757e,Mia,White,Dunder Mifflin 56,Working,Partner,2025-08-11,4244036,Financial Services,Group Health Insurance,Parana
00Qafe2ea0cca9c,Charlie,Williams,Stark Ind 17,Nurturing,LinkedIn,2025-09-25,33056161,Financial Services,Corporate Life Insurance,Rio Grande do Sul
00Qef61c46caed9,Eva,White,Wayne Ent 68,Nurturing,Trade Show,2025-10-01,774226,Insurance,Group Health Insurance,Rio Grande do Sul
00Q2acf827a8565,David,Jackson,Massive Dynamic 52,Working,Cold Call,2025-05-10,654486,Financial Services,Corporate Life Insurance,Minas Gerais
00Q9831a41d6f4d,Liam,Davis,MomCorp 44,Closed - Converted,Trade Show,2025-04-26,2034734,Financial Services,Commercial Property,Santa Catarina
00Q5c1e2980de4a,Jack,Thomas,Tyrell Corp 58,Closed - Converted,Trade Show,2025-04-27,27447059,Financial Services,Commercial Property,Rio Grande do Sul
00Q496f5723977c,Jack,Taylor,Tyrell Corp 87,Working,Trade Show,2025-11-06,9292134,Banking,Directors & Officers (D&O),Sao Paulo
00Qf452648e6ac5,Charlie,Taylor,Hooli 30,New,Trade Show,2025-03-18,951773,Insurance,Corporate Life Insurance,Rio de Janeiro
00Q4d5e33fd9c53,Kelly,Brown,MomCorp 18,Working,Cold Call,2025-04-24,4839976,Financial Services,Fleet Auto Insurance,Bahia
00Q714b514d1642,Henry,Jackson,Aperture Science 71,New,Cold Call,2025-04-28,1124776,Healthcare,Fleet Auto Insurance,Santa Catarina
00Qeb9d45cc6105,Henry,Anderson,Vandelay Ind 92,Working,LinkedIn,2025-03-29,2350366,Financial Services,Commercial Property,Bahia
00Q43b77ba3e3a2,Bob,Brown,Acme Corp 32,Closed - Not Converted,LinkedIn,2025-07-27,5138594,Financial Services,Directors & Officers (D&O),Minas Gerais
00Q45454760205c,Frank,Wilson,Gekko & Co 33,New,Partner,2025-08-06,9557130,Insurance,Cyber Liability Insurance,Bahia
00Q87b5e3fd41c3,Frank,White,Acme Corp 73,Closed - Not Converted,Cold Call,2025-04-17,683813,Insurance,Directors & Officers (D&O),Distrito Federal
00Q03167ce862f8,Jack,White,Hooli 23,New,Partner,2025-10-06,1478727,FinTech,Cyber Liability Insurance,Rio Grande do Sul
00Qd736b659b548,Mia,Taylor,Wayne Ent 17,New,Partner,2025-10-16,600178,Insurance,Corporate Life Insurance,Bahia
00Qce79f6f51a63,Alice,Brown,Black Mesa 12,Working,Trade Show,2025-04-17,6092187,Financial Services,Commercial Property,Distrito Federal
00Q4c25281fade0,Frank,Brown,Initech 62,Working,LinkedIn,2025-01-22,26505220,Financial Services,Directors & Officers (D&O),Parana
00Q41eadc0c35ca,Kelly,Doe,Wayne Ent 64,Working,Partner,2025-08-13,5717750,Financial Services,Commercial Property,Rio de Janeiro
00Q771864661a12,Jane,White,Cyberdyne 32,New,Partner,2025-03-07,1124065,Retail,Corporate Life Insurance,Parana
00Qad3c9b0fa68c,Frank,Wilson,Globex 21,New,Referral,2025-10-05,13524465,Financial Services,Fleet Auto Insurance,Bahia
00Q21182f9395bc,Alice,Wilson,Umbrella Corp 34,Working,Web,2025-11-07,365992,Retail,Directors & Officers (D&O),Sao Paulo
00Qf488723ff0c3,Frank,Miller,Massive Dynamic 3,New,Partner,2025-10-03,1508011,Insurance,Fleet Auto Insurance,Sao Paulo
00Q068eb229cfa5,Ivy,White,Black Mesa 97,New,Partner,2025-06-05,14224661,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Qa122366e7243,Alice,Anderson,Umbrella Corp 2,Closed - Not Converted,Partner,2025-07-28,406225,Insurance,Group Health Insurance,Parana
00Qd5ba7d11ba8c,Jane,Smith,Stark Ind 98,Closed - Not Converted,Partner,2025-02-27,889457,Insurance,Commercial Property,Parana
00Q5b8cd57a071e,John,Johnson,Soylent Corp 60,Working,Trade Show,2025-02-25,4949621,Financial Services,Fleet Auto Insurance,Sao Paulo
00Q2bfe319c9900,Alice,Williams,Massive Dynamic 55,New,Cold Call,2025-11-12,1978357,Insurance,Directors & Officers (D&O),Rio Grande do Sul
00Q6ec0295e1353,Liam,Smith,Aperture Science 44,Closed - Converted,Trade Show,2025-08-24,1704676,Insurance,Directors & Officers (D&O),Santa Catarina
00Qada0ad2233eb,Alice,Davis,Acme Corp 50,Working,LinkedIn,2025-02-23,4393762,Financial Services,Cyber Liability Insurance,Bahia
00Qe828c8616de6,Liam,Miller,Hooli 80,Closed - Not Converted,LinkedIn,2025-03-04,321513,Insurance,Commercial Property,Minas Gerais
00Q052b689b9628,Charlie,Harris,Vandelay Ind 64,Closed - Not Converted,LinkedIn,2025-05-13,3563215,Insurance,Directors & Officers (D&O),Minas Gerais
00Q05d347ea8597,Eva,Harris,Hooli 79,New,Web,2025-06-24,5642193,Financial Services,Corporate Life Insurance,Bahia
00Q3840067beee6,Eva,Davis,Stark Ind 28,Closed - Converted,LinkedIn,2025-05-02,4268829,Financial Services,Corporate Life Insurance,Minas Gerais
00Qe8a9860a1cd1,Liam,Davis,Stark Ind 77,Working,Cold Call,2025-09-25,12008092,Financial Services,Group Health Insurance,Rio Grande do Sul
00Q72ebb3b42ea2,David,Jackson,Globex 73,New,Partner,2025-08-27,2806299,Healthcare,Corporate Life Insurance,Bahia
00Q8e1ba5c7208e,David,Jackson,Virtucon 25,Nurturing,Cold Call,2025-11-22,428375,Insurance,Corporate Life Insurance,Bahia
00Q78081beeab4f,Liam,Miller,Aperture Science 93,Working,Trade Show,2025-06-18,1907353,FinTech,Pension Fund Management,Minas Gerais
00Qbdfb4d3494f1,Liam,Doe,Aperture Science 13,New,LinkedIn,2025-02-06,20995196,Financial Services,Pension Fund Management,Sao Paulo
00Q2a08bdd8c195,Charlie,White,Dunder Mifflin 74,New,Cold Call,2025-04-13,12940392,Financial Services,Pension Fund Management,Parana
00Qe23aa40bad25,Charlie,Thomas,Globex 47,Working,Cold Call,2025-03-30,972635,FinTech,Corporate Life Insurance,Distrito Federal
00Qdc61800d19b1,Jack,Miller,Umbrella Corp 37,Working,LinkedIn,2025-06-14,395157,Insurance,Commercial Property,Bahia
00Qdb6800241cbc,Kelly,Harris,Black Mesa 40,Closed - Converted,Referral,2025-05-31,2556271,Retail,Pension Fund Management,Sao Paulo
00Q44d06a654dcc,John,Williams,Virtucon 18,Closed - Converted,Web,2025-08-17,4394352,Insurance,Commercial Property,Minas Gerais
00Qcf7a6ee9a634,Henry,Brown,Virtucon 94,Working,LinkedIn,2025-04-04,784361,Insurance,Commercial Property,Rio de Janeiro
00Q5571168ef4ae,Bob,Miller,Umbrella Corp 26,Working,Referral,2025-06-25,4021428,Financial Services,Commercial Property,Santa Catarina
00Q831be2268036,Jane,White,LexCorp 25,Closed - Not Converted,Web,2025-05-27,18465279,Financial Services,Corporate Life Insurance,Minas Gerais
00Q41a100176bd7,Eva,Taylor,Wayne Ent 10,Nurturing,Cold Call,2025-07-22,603272,FinTech,Directors & Officers (D&O),Santa Catarina
00Qecc5737184d8,David,Williams,Virtucon 4,Closed - Converted,Trade Show,2025-09-08,331855,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Qf227aa1cb165,Mia,Smith,MomCorp 43,New,Referral,2025-09-18,30014568,Banking,Corporate Life Insurance,Sao Paulo
00Q545399f3b5e4,David,Brown,Cyberdyne 15,Closed - Converted,Cold Call,2025-05-05,2506405,Banking,Pension Fund Management,Distrito Federal
00Q5882c8b92999,Kelly,White,Black Mesa 20,Closed - Converted,LinkedIn,2025-02-21,13752870,Financial Services,Fleet Auto Insurance,Rio de Janeiro
00Qcb2510fe7604,Liam,Jackson,Black Mesa 94,New,LinkedIn,2025-06-13,776585,Insurance,Commercial Property,Bahia
00Qd03fc882ceca,David,Doe,Massive Dynamic 48,Closed - Converted,Web,2025-09-30,2406869,Insurance,Commercial Property,Distrito Federal
00Qbb3e881bbe8e,David,Taylor,Acme Corp 1,Closed - Converted,Partner,2025-08-10,3255217,Financial Services,Pension Fund Management,Parana
00Qf3af36e12182,Grace,Davis,Acme Corp 69,Nurturing,LinkedIn,2025-08-24,763833,Insurance,Cyber Liability Insurance,Rio Grande do Sul
00Q327c83cbf11c,Frank,Taylor,Dunder Mifflin 24,Working,Trade Show,2025-04-13,7004482,Financial Services,Commercial Property,Parana
00Q29be87179e0a,David,Williams,Black Mesa 51,Working,Partner,2025-08-04,239360,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Q547348a1177a,Jane,Harris,Massive Dynamic 50,Working,Referral,2025-11-25,3928772,Financial Services,Directors & Officers (D&O),Santa Catarina
00Qe026e7ca13e0,Bob,Wilson,MomCorp 72,Nurturing,Cold Call,2025-03-05,13633092,Financial Services,Commercial Property,Rio de Janeiro
00Q30f7fd4b36a9,David,Moore,Vandelay Ind 37,Closed - Converted,Cold Call,2025-02-09,165884,Retail,Directors & Officers (D&O),Minas Gerais
00Qce4ad7597f14,Jane,Wilson,Initech 21,New,Web,2025-10-13,772138,Insurance,Group Health Insurance,Distrito Federal
00Q5248c8f07764,Jane,Taylor,Umbrella Corp 79,Closed - Not Converted,Cold Call,2025-10-22,8233721,Financial Services,Pension Fund Management,Santa Catarina
00Qf0db68e18d25,Charlie,Smith,Massive Dynamic 60,New,Cold Call,2025-06-19,4189555,Financial Services,Pension Fund Management,Santa Catarina
